"DIM1","Näitaja","TIME","Vaatlusperiood","Value","Flag Codes","Flags"
"4","Kõrg- ja keskkõrgtehnoloogilise tööstuse hõive osatähtsus koguhõives, %","2014","2014",3.5,,
"4","Kõrg- ja keskkõrgtehnoloogilise tööstuse hõive osatähtsus koguhõives, %","2015","2015",3.6,,
"4","Kõrg- ja keskkõrgtehnoloogilise tööstuse hõive osatähtsus koguhõives, %","2016","2016",4,,
"4","Kõrg- ja keskkõrgtehnoloogilise tööstuse hõive osatähtsus koguhõives, %","2017","2017",3.8,,
"5","Kõrgtehnoloogiliste toodete ekspordi osatähtsus koguekspordis, %","2004","2004",10,,
"5","Kõrgtehnoloogiliste toodete ekspordi osatähtsus koguekspordis, %","2005","2005",10.3,,
"5","Kõrgtehnoloogiliste toodete ekspordi osatähtsus koguekspordis, %","2006","2006",7.9,,
"5","Kõrgtehnoloogiliste toodete ekspordi osatähtsus koguekspordis, %","2007","2007",7.8,,
"5","Kõrgtehnoloogiliste toodete ekspordi osatähtsus koguekspordis, %","2008","2008",7.5,,
"5","Kõrgtehnoloogiliste toodete ekspordi osatähtsus koguekspordis, %","2009","2009",6.9,,
"5","Kõrgtehnoloogiliste toodete ekspordi osatähtsus koguekspordis, %","2010","2010",10.4,,
"5","Kõrgtehnoloogiliste toodete ekspordi osatähtsus koguekspordis, %","2011","2011",14.8,,
"5","Kõrgtehnoloogiliste toodete ekspordi osatähtsus koguekspordis, %","2012","2012",14.1,,
"5","Kõrgtehnoloogiliste toodete ekspordi osatähtsus koguekspordis, %","2013","2013",15,,
"5","Kõrgtehnoloogiliste toodete ekspordi osatähtsus koguekspordis, %","2014","2014",16.3,,
"5","Kõrgtehnoloogiliste toodete ekspordi osatähtsus koguekspordis, %","2015","2015",15.4,,
"5","Kõrgtehnoloogiliste toodete ekspordi osatähtsus koguekspordis, %","2016","2016",15.6,,
"5","Kõrgtehnoloogiliste toodete ekspordi osatähtsus koguekspordis, %","2017","2017",12,,
"6","Keskkonnajuhtimissüsteeme (ISO 14001:2004, EMAS) rakendavad ettevõtted ja asutused","2004","2004",86,,
"6","Keskkonnajuhtimissüsteeme (ISO 14001:2004, EMAS) rakendavad ettevõtted ja asutused","2005","2005",149,,
"6","Keskkonnajuhtimissüsteeme (ISO 14001:2004, EMAS) rakendavad ettevõtted ja asutused","2006","2006",175,,
"6","Keskkonnajuhtimissüsteeme (ISO 14001:2004, EMAS) rakendavad ettevõtted ja asutused","2007","2007",171,,
"6","Keskkonnajuhtimissüsteeme (ISO 14001:2004, EMAS) rakendavad ettevõtted ja asutused","2008","2008",235,,
"6","Keskkonnajuhtimissüsteeme (ISO 14001:2004, EMAS) rakendavad ettevõtted ja asutused","2009","2009",265,,
"6","Keskkonnajuhtimissüsteeme (ISO 14001:2004, EMAS) rakendavad ettevõtted ja asutused","2010","2010",309,,
"6","Keskkonnajuhtimissüsteeme (ISO 14001:2004, EMAS) rakendavad ettevõtted ja asutused","2011","2011",361,,
"6","Keskkonnajuhtimissüsteeme (ISO 14001:2004, EMAS) rakendavad ettevõtted ja asutused","2012","2012",397,,
"6","Keskkonnajuhtimissüsteeme (ISO 14001:2004, EMAS) rakendavad ettevõtted ja asutused","2013","2013",445,,
"6","Keskkonnajuhtimissüsteeme (ISO 14001:2004, EMAS) rakendavad ettevõtted ja asutused","2014","2014",498,,
"6","Keskkonnajuhtimissüsteeme (ISO 14001:2004, EMAS) rakendavad ettevõtted ja asutused","2015","2015",562,,
"6","Keskkonnajuhtimissüsteeme (ISO 14001:2004, EMAS) rakendavad ettevõtted ja asutused","2016","2016",482,,
"6","Keskkonnajuhtimissüsteeme (ISO 14001:2004, EMAS) rakendavad ettevõtted ja asutused","2017","2017",587,,
"7","ISO 14001:2004 rakendavad ettevõtted ja asutused","2004","2004",86,,
"7","ISO 14001:2004 rakendavad ettevõtted ja asutused","2005","2005",148,,
"7","ISO 14001:2004 rakendavad ettevõtted ja asutused","2006","2006",173,,
"7","ISO 14001:2004 rakendavad ettevõtted ja asutused","2007","2007",169,,
"7","ISO 14001:2004 rakendavad ettevõtted ja asutused","2008","2008",233,,
"7","ISO 14001:2004 rakendavad ettevõtted ja asutused","2009","2009",263,,
"7","ISO 14001:2004 rakendavad ettevõtted ja asutused","2010","2010",306,,
"7","ISO 14001:2004 rakendavad ettevõtted ja asutused","2011","2011",358,,
"7","ISO 14001:2004 rakendavad ettevõtted ja asutused","2012","2012",394,,
"7","ISO 14001:2004 rakendavad ettevõtted ja asutused","2013","2013",440,,
"7","ISO 14001:2004 rakendavad ettevõtted ja asutused","2014","2014",492,,
"7","ISO 14001:2004 rakendavad ettevõtted ja asutused","2015","2015",555,,
"7","ISO 14001:2004 rakendavad ettevõtted ja asutused","2016","2016",476,,
"7","ISO 14001:2004 rakendavad ettevõtted ja asutused","2017","2017",582,,
"8","EMAS-t rakendavad ettevõtted ja asutused","2004","2004",0,,
"8","EMAS-t rakendavad ettevõtted ja asutused","2005","2005",1,,
"8","EMAS-t rakendavad ettevõtted ja asutused","2006","2006",2,,
"8","EMAS-t rakendavad ettevõtted ja asutused","2007","2007",2,,
"8","EMAS-t rakendavad ettevõtted ja asutused","2008","2008",2,,
"8","EMAS-t rakendavad ettevõtted ja asutused","2009","2009",2,,
"8","EMAS-t rakendavad ettevõtted ja asutused","2010","2010",3,,
"8","EMAS-t rakendavad ettevõtted ja asutused","2011","2011",3,,
"8","EMAS-t rakendavad ettevõtted ja asutused","2012","2012",3,,
"8","EMAS-t rakendavad ettevõtted ja asutused","2013","2013",5,,
"8","EMAS-t rakendavad ettevõtted ja asutused","2014","2014",6,,
"8","EMAS-t rakendavad ettevõtted ja asutused","2015","2015",7,,
"8","EMAS-t rakendavad ettevõtted ja asutused","2016","2016",6,,
"8","EMAS-t rakendavad ettevõtted ja asutused","2017","2017",5,,
"9","Valitsemissektori koondeelarve üle- või puudujäägi osatähtsus SKP-s,%","2004","2004",2.39,,
"9","Valitsemissektori koondeelarve üle- või puudujäägi osatähtsus SKP-s,%","2005","2005",1.12,,
"9","Valitsemissektori koondeelarve üle- või puudujäägi osatähtsus SKP-s,%","2006","2006",2.91,,
"9","Valitsemissektori koondeelarve üle- või puudujäägi osatähtsus SKP-s,%","2007","2007",2.72,,
"9","Valitsemissektori koondeelarve üle- või puudujäägi osatähtsus SKP-s,%","2008","2008",-2.67,,
"9","Valitsemissektori koondeelarve üle- või puudujäägi osatähtsus SKP-s,%","2009","2009",-2.18,,
"9","Valitsemissektori koondeelarve üle- või puudujäägi osatähtsus SKP-s,%","2010","2010",0.19,,
"9","Valitsemissektori koondeelarve üle- või puudujäägi osatähtsus SKP-s,%","2011","2011",1.16,,
"9","Valitsemissektori koondeelarve üle- või puudujäägi osatähtsus SKP-s,%","2012","2012",-0.26,,
"9","Valitsemissektori koondeelarve üle- või puudujäägi osatähtsus SKP-s,%","2013","2013",-0.17,,
"9","Valitsemissektori koondeelarve üle- või puudujäägi osatähtsus SKP-s,%","2014","2014",0.68,,
"9","Valitsemissektori koondeelarve üle- või puudujäägi osatähtsus SKP-s,%","2015","2015",0.13,,
"9","Valitsemissektori koondeelarve üle- või puudujäägi osatähtsus SKP-s,%","2016","2016",-0.29,,
"9","Valitsemissektori koondeelarve üle- või puudujäägi osatähtsus SKP-s,%","2017","2017",-0.29,,
"10","Valitsemissektori konsolideeritud võla osatähtsus SKP-s, %","2004","2004",5.1,,
"10","Valitsemissektori konsolideeritud võla osatähtsus SKP-s, %","2005","2005",4.5,,
"10","Valitsemissektori konsolideeritud võla osatähtsus SKP-s, %","2006","2006",4.4,,
"10","Valitsemissektori konsolideeritud võla osatähtsus SKP-s, %","2007","2007",3.7,,
"10","Valitsemissektori konsolideeritud võla osatähtsus SKP-s, %","2008","2008",4.5,,
"10","Valitsemissektori konsolideeritud võla osatähtsus SKP-s, %","2009","2009",7,,
"10","Valitsemissektori konsolideeritud võla osatähtsus SKP-s, %","2010","2010",6.6,,
"10","Valitsemissektori konsolideeritud võla osatähtsus SKP-s, %","2011","2011",6.1,,
"10","Valitsemissektori konsolideeritud võla osatähtsus SKP-s, %","2012","2012",9.7,,
"10","Valitsemissektori konsolideeritud võla osatähtsus SKP-s, %","2013","2013",10.2,,
"10","Valitsemissektori konsolideeritud võla osatähtsus SKP-s, %","2014","2014",10.7,,
"10","Valitsemissektori konsolideeritud võla osatähtsus SKP-s, %","2015","2015",10.1,,
"10","Valitsemissektori konsolideeritud võla osatähtsus SKP-s, %","2016","2016",9.4,,
"10","Valitsemissektori konsolideeritud võla osatähtsus SKP-s, %","2017","2017",9,,
"11","Vanadussõltuvusmäär, %","2004","2004",23.8,,
"11","Vanadussõltuvusmäär, %","2005","2005",24.4,,
"11","Vanadussõltuvusmäär, %","2006","2006",24.8,,
"11","Vanadussõltuvusmäär, %","2007","2007",25.5,,
"11","Vanadussõltuvusmäär, %","2008","2008",25.9,,
"11","Vanadussõltuvusmäär, %","2009","2009",25.8,,
"11","Vanadussõltuvusmäär, %","2010","2010",25.9,,
"11","Vanadussõltuvusmäär, %","2011","2011",25.9,,
"11","Vanadussõltuvusmäär, %","2012","2012",26.5,,
"11","Vanadussõltuvusmäär, %","2013","2013",27.2,,
"11","Vanadussõltuvusmäär, %","2014","2014",27.9,,
"11","Vanadussõltuvusmäär, %","2015","2015",28.7,,
"11","Vanadussõltuvusmäär, %","2016","2016",29.3,,
"11","Vanadussõltuvusmäär, %","2017","2017",30.02,,
"12","Korruptsiooniga kokkupuutunute osatähtsus elanikkonnas, %","2008","2008",5,,
"12","Korruptsiooniga kokkupuutunute osatähtsus elanikkonnas, %","2011","2011",5,,
"12","Korruptsiooniga kokkupuutunute osatähtsus elanikkonnas, %","2013","2013",4,,
"13","Eestisse tehtud välisinvesteeringute osatähtsus SKP-s, %","2004","2004",75,,
"13","Eestisse tehtud välisinvesteeringute osatähtsus SKP-s, %","2005","2005",84.2,,
"13","Eestisse tehtud välisinvesteeringute osatähtsus SKP-s, %","2006","2006",68.1,,
"13","Eestisse tehtud välisinvesteeringute osatähtsus SKP-s, %","2007","2007",65.5,,
"13","Eestisse tehtud välisinvesteeringute osatähtsus SKP-s, %","2008","2008",67.2,,
"13","Eestisse tehtud välisinvesteeringute osatähtsus SKP-s, %","2009","2009",77.7,,
"13","Eestisse tehtud välisinvesteeringute osatähtsus SKP-s, %","2010","2010",79.1,,
"13","Eestisse tehtud välisinvesteeringute osatähtsus SKP-s, %","2011","2011",75.8,,
"13","Eestisse tehtud välisinvesteeringute osatähtsus SKP-s, %","2012","2012",79.7,,
"13","Eestisse tehtud välisinvesteeringute osatähtsus SKP-s, %","2013","2013",84.6,,
"13","Eestisse tehtud välisinvesteeringute osatähtsus SKP-s, %","2014","2014",87.1,,
"13","Eestisse tehtud välisinvesteeringute osatähtsus SKP-s, %","2015","2015",85.1,,
"13","Eestisse tehtud välisinvesteeringute osatähtsus SKP-s, %","2016","2016",87.1,,
"13","Eestisse tehtud välisinvesteeringute osatähtsus SKP-s, %","2017","2017",86.7,,
"14","Eesti koguvälisvõla osatähtsus SKP-s, %","2004","2004",76.8,,
"14","Eesti koguvälisvõla osatähtsus SKP-s, %","2005","2005",85.9,,
"14","Eesti koguvälisvõla osatähtsus SKP-s, %","2006","2006",95.7,,
"14","Eesti koguvälisvõla osatähtsus SKP-s, %","2007","2007",107.1,,
"14","Eesti koguvälisvõla osatähtsus SKP-s, %","2008","2008",115.2,,
"14","Eesti koguvälisvõla osatähtsus SKP-s, %","2009","2009",122.1,,
"14","Eesti koguvälisvõla osatähtsus SKP-s, %","2010","2010",112.1,,
"14","Eesti koguvälisvõla osatähtsus SKP-s, %","2011","2011",100.3,,
"14","Eesti koguvälisvõla osatähtsus SKP-s, %","2012","2012",100.1,,
"14","Eesti koguvälisvõla osatähtsus SKP-s, %","2013","2013",92.4,,
"14","Eesti koguvälisvõla osatähtsus SKP-s, %","2014","2014",95.7,,
"14","Eesti koguvälisvõla osatähtsus SKP-s, %","2015","2015",94.8,,
"14","Eesti koguvälisvõla osatähtsus SKP-s, %","2016","2016",90.4,,
"14","Eesti koguvälisvõla osatähtsus SKP-s, %","2017","2017",84.9,,
"15","Jooksevkonto saldo osatähtsus SKP-s, %","2004","2004",-12,,
"15","Jooksevkonto saldo osatähtsus SKP-s, %","2005","2005",-8.7,,
"15","Jooksevkonto saldo osatähtsus SKP-s, %","2006","2006",-15,,
"15","Jooksevkonto saldo osatähtsus SKP-s, %","2007","2007",-15,,
"15","Jooksevkonto saldo osatähtsus SKP-s, %","2008","2008",-8.7,,
"15","Jooksevkonto saldo osatähtsus SKP-s, %","2009","2009",2.5,,
"15","Jooksevkonto saldo osatähtsus SKP-s, %","2010","2010",1.8,,
"15","Jooksevkonto saldo osatähtsus SKP-s, %","2011","2011",1.3,,
"15","Jooksevkonto saldo osatähtsus SKP-s, %","2012","2012",-2.2,,
"15","Jooksevkonto saldo osatähtsus SKP-s, %","2013","2013",0.5,,
"15","Jooksevkonto saldo osatähtsus SKP-s, %","2014","2014",0.3,,
"15","Jooksevkonto saldo osatähtsus SKP-s, %","2015","2015",1.9,,
"15","Jooksevkonto saldo osatähtsus SKP-s, %","2016","2016",1.9,,
"15","Jooksevkonto saldo osatähtsus SKP-s, %","2017","2017",3.1,,
"16","Tööhõive määr, %","2004","2004",69.6,,
"16","Tööhõive määr, %","2005","2005",71.4,,
"16","Tööhõive määr, %","2006","2006",75.5,,
"16","Tööhõive määr, %","2007","2007",76.5,,
"16","Tööhõive määr, %","2008","2008",76.7,,
"16","Tööhõive määr, %","2009","2009",69.7,,
"16","Tööhõive määr, %","2010","2010",66.5,,
"16","Tööhõive määr, %","2011","2011",70.3,,
"16","Tööhõive määr, %","2012","2012",71.8,,
"16","Tööhõive määr, %","2013","2013",73,,
"16","Tööhõive määr, %","2014","2014",74,,
"16","Tööhõive määr, %","2015","2015",76.2,,
"16","Tööhõive määr, %","2016","2016",76.3,,
"16","Tööhõive määr, %","2017","2017",78.5,,
"17","Töötuse määr, %","2004","2004",10.1,,
"17","Töötuse määr, %","2005","2005",8,,
"17","Töötuse määr, %","2006","2006",5.9,,
"17","Töötuse määr, %","2007","2007",4.6,,
"17","Töötuse määr, %","2008","2008",5.5,,
"17","Töötuse määr, %","2009","2009",13.5,,
"17","Töötuse määr, %","2010","2010",16.7,,
"17","Töötuse määr, %","2011","2011",12.3,,
"17","Töötuse määr, %","2012","2012",10,,
"17","Töötuse määr, %","2013","2013",8.6,,
"17","Töötuse määr, %","2014","2014",7.4,,
"17","Töötuse määr, %","2015","2015",6.2,,
"17","Töötuse määr, %","2016","2016",6.8,,
"17","Töötuse määr, %","2017","2017",5.8,,
"18","Loodus- ja täppisteaduste ning tehnikaalade lõpetajate arv tuhande 20–29-aastase elaniku kohta","2004","2004",8.9,,
"18","Loodus- ja täppisteaduste ning tehnikaalade lõpetajate arv tuhande 20–29-aastase elaniku kohta","2005","2005",12.2,,
"18","Loodus- ja täppisteaduste ning tehnikaalade lõpetajate arv tuhande 20–29-aastase elaniku kohta","2006","2006",11.5,,
"18","Loodus- ja täppisteaduste ning tehnikaalade lõpetajate arv tuhande 20–29-aastase elaniku kohta","2007","2007",13.8,,
"18","Loodus- ja täppisteaduste ning tehnikaalade lõpetajate arv tuhande 20–29-aastase elaniku kohta","2008","2008",12,,
"18","Loodus- ja täppisteaduste ning tehnikaalade lõpetajate arv tuhande 20–29-aastase elaniku kohta","2009","2009",11.4,,
"18","Loodus- ja täppisteaduste ning tehnikaalade lõpetajate arv tuhande 20–29-aastase elaniku kohta","2010","2010",12,,
"18","Loodus- ja täppisteaduste ning tehnikaalade lõpetajate arv tuhande 20–29-aastase elaniku kohta","2011","2011",12.7,,
"18","Loodus- ja täppisteaduste ning tehnikaalade lõpetajate arv tuhande 20–29-aastase elaniku kohta","2012","2012",13.2,,
"19","Elukestvas õppes osalenute osatähtsus 25–64-aastaste seas, %","2004","2004",6.6,,
"19","Elukestvas õppes osalenute osatähtsus 25–64-aastaste seas, %","2005","2005",6,,
"19","Elukestvas õppes osalenute osatähtsus 25–64-aastaste seas, %","2006","2006",6.5,,
"19","Elukestvas õppes osalenute osatähtsus 25–64-aastaste seas, %","2007","2007",7,,
"19","Elukestvas õppes osalenute osatähtsus 25–64-aastaste seas, %","2008","2008",9.7,,
"19","Elukestvas õppes osalenute osatähtsus 25–64-aastaste seas, %","2009","2009",10.5,,
"19","Elukestvas õppes osalenute osatähtsus 25–64-aastaste seas, %","2010","2010",10.9,,
"19","Elukestvas õppes osalenute osatähtsus 25–64-aastaste seas, %","2011","2011",11.9,,
"19","Elukestvas õppes osalenute osatähtsus 25–64-aastaste seas, %","2012","2012",12.7,,
"19","Elukestvas õppes osalenute osatähtsus 25–64-aastaste seas, %","2013","2013",12.6,,
"19","Elukestvas õppes osalenute osatähtsus 25–64-aastaste seas, %","2014","2014",11.5,,
"19","Elukestvas õppes osalenute osatähtsus 25–64-aastaste seas, %","2015","2015",12.4,,
"19","Elukestvas õppes osalenute osatähtsus 25–64-aastaste seas, %","2016","2016",15.7,,
"19","Elukestvas õppes osalenute osatähtsus 25–64-aastaste seas, %","2017","2017",17.1,,
"20","Kolmanda taseme haridusega inimeste osatähtsus 30–34-aastaste seas, %","2004","2004",28.3,,
"20","Kolmanda taseme haridusega inimeste osatähtsus 30–34-aastaste seas, %","2005","2005",31.7,,
"20","Kolmanda taseme haridusega inimeste osatähtsus 30–34-aastaste seas, %","2006","2006",32.5,,
"20","Kolmanda taseme haridusega inimeste osatähtsus 30–34-aastaste seas, %","2007","2007",33.5,,
"20","Kolmanda taseme haridusega inimeste osatähtsus 30–34-aastaste seas, %","2008","2008",34.4,,
"20","Kolmanda taseme haridusega inimeste osatähtsus 30–34-aastaste seas, %","2009","2009",36.3,,
"20","Kolmanda taseme haridusega inimeste osatähtsus 30–34-aastaste seas, %","2010","2010",40.2,,
"20","Kolmanda taseme haridusega inimeste osatähtsus 30–34-aastaste seas, %","2011","2011",40.2,,
"20","Kolmanda taseme haridusega inimeste osatähtsus 30–34-aastaste seas, %","2012","2012",39.5,,
"20","Kolmanda taseme haridusega inimeste osatähtsus 30–34-aastaste seas, %","2013","2013",42.5,,
"20","Kolmanda taseme haridusega inimeste osatähtsus 30–34-aastaste seas, %","2014","2014",43.2,,
"20","Kolmanda taseme haridusega inimeste osatähtsus 30–34-aastaste seas, %","2015","2015",45.3,,
"20","Kolmanda taseme haridusega inimeste osatähtsus 30–34-aastaste seas, %","2016","2016",45.4,,
"20","Kolmanda taseme haridusega inimeste osatähtsus 30–34-aastaste seas, %","2017","2017",48.4,,
"22","PISA lugemistesti 5. või 6. tasemel sooritanud õpilaste osatähtsus kõigi testi sooritanute seas, %","2006","2006",6,,
"22","PISA lugemistesti 5. või 6. tasemel sooritanud õpilaste osatähtsus kõigi testi sooritanute seas, %","2009","2009",6,,
"22","PISA lugemistesti 5. või 6. tasemel sooritanud õpilaste osatähtsus kõigi testi sooritanute seas, %","2012","2012",8.4,,
"22","PISA lugemistesti 5. või 6. tasemel sooritanud õpilaste osatähtsus kõigi testi sooritanute seas, %","2016","2016",11,,
"23","PISA matemaatikatesti 5. või 6. tasemel sooritanud õpilaste osatähtsus kõigi testi sooritanute seas, %","2006","2006",12.5,,
"23","PISA matemaatikatesti 5. või 6. tasemel sooritanud õpilaste osatähtsus kõigi testi sooritanute seas, %","2009","2009",12.1,,
"23","PISA matemaatikatesti 5. või 6. tasemel sooritanud õpilaste osatähtsus kõigi testi sooritanute seas, %","2012","2012",14.6,,
"23","PISA matemaatikatesti 5. või 6. tasemel sooritanud õpilaste osatähtsus kõigi testi sooritanute seas, %","2016","2016",14.2,,
"24","PISA loodusteaduste testi 5. või 6. tasemel sooritanud õpilaste osatähtsus kõigi testi sooritanute seas, %","2006","2006",11.5,,
"24","PISA loodusteaduste testi 5. või 6. tasemel sooritanud õpilaste osatähtsus kõigi testi sooritanute seas, %","2009","2009",10.4,,
"24","PISA loodusteaduste testi 5. või 6. tasemel sooritanud õpilaste osatähtsus kõigi testi sooritanute seas, %","2012","2012",12.8,,
"24","PISA loodusteaduste testi 5. või 6. tasemel sooritanud õpilaste osatähtsus kõigi testi sooritanute seas, %","2016","2016",13.5,,
"25","Oodatav eluiga, aastat","2004","2004",72.43,,
"25","Oodatav eluiga, aastat","2005","2005",73.06,,
"25","Oodatav eluiga, aastat","2006","2006",73.22,,
"25","Oodatav eluiga, aastat","2007","2007",73.19,,
"25","Oodatav eluiga, aastat","2008","2008",74.29,,
"25","Oodatav eluiga, aastat","2009","2009",75.2,,
"25","Oodatav eluiga, aastat","2010","2010",75.9,,
"25","Oodatav eluiga, aastat","2011","2011",76.39,,
"25","Oodatav eluiga, aastat","2012","2012",76.46,,
"25","Oodatav eluiga, aastat","2013","2013",77.28,,
"25","Oodatav eluiga, aastat","2014","2014",77.16,,
"25","Oodatav eluiga, aastat","2015","2015",77.71,,
"25","Oodatav eluiga, aastat","2016","2016",77.78,,
"26","Meeste oodatav eluiga, aastat","2004","2004",66.78,,
"26","Meeste oodatav eluiga, aastat","2005","2005",67.64,,
"26","Meeste oodatav eluiga, aastat","2006","2006",67.68,,
"26","Meeste oodatav eluiga, aastat","2007","2007",67.49,,
"26","Meeste oodatav eluiga, aastat","2008","2008",68.9,,
"26","Meeste oodatav eluiga, aastat","2009","2009",69.98,,
"26","Meeste oodatav eluiga, aastat","2010","2010",70.84,,
"26","Meeste oodatav eluiga, aastat","2011","2011",71.34,,
"26","Meeste oodatav eluiga, aastat","2012","2012",71.36,,
"26","Meeste oodatav eluiga, aastat","2013","2013",72.7,,
"26","Meeste oodatav eluiga, aastat","2014","2014",72.32,,
"26","Meeste oodatav eluiga, aastat","2015","2015",73.08,,
"26","Meeste oodatav eluiga, aastat","2016","2016",73.17,,
"27","Naiste oodatav eluiga, aastat","2004","2004",78,,
"27","Naiste oodatav eluiga, aastat","2005","2005",78.29,,
"27","Naiste oodatav eluiga, aastat","2006","2006",78.6,,
"27","Naiste oodatav eluiga, aastat","2007","2007",78.8,,
"27","Naiste oodatav eluiga, aastat","2008","2008",79.41,,
"27","Naiste oodatav eluiga, aastat","2009","2009",80.06,,
"27","Naiste oodatav eluiga, aastat","2010","2010",80.54,,
"27","Naiste oodatav eluiga, aastat","2011","2011",81.01,,
"27","Naiste oodatav eluiga, aastat","2012","2012",81.17,,
"27","Naiste oodatav eluiga, aastat","2013","2013",81.33,,
"27","Naiste oodatav eluiga, aastat","2014","2014",81.54,,
"27","Naiste oodatav eluiga, aastat","2015","2015",81.85,,
"27","Naiste oodatav eluiga, aastat","2016","2016",81.9,,
"28","Tervena elada jäänud aastad","2004","2004",51.7,,
"28","Tervena elada jäänud aastad","2005","2005",50.1,,
"28","Tervena elada jäänud aastad","2006","2006",51.8,,
"28","Tervena elada jäänud aastad","2007","2007",52.2,,
"28","Tervena elada jäänud aastad","2008","2008",55,,
"28","Tervena elada jäänud aastad","2009","2009",56.9,,
"28","Tervena elada jäänud aastad","2010","2010",56.1,,
"28","Tervena elada jäänud aastad","2011","2011",56,,
